
DECIMAL       HEXADECIMAL     DESCRIPTION
480458742     0x1CA337F6      TIFF image data, little-endian offset of first image directory: 942
480462193     0x1CA34571      Copyright string: "Copyright Flag"
480462830     0x1CA347EE      JPEG image data, JFIF standard 1.02
480495725     0x1CA3C86D      JPEG image data, JFIF standard 1.02
480495914     0x1CA3C92A      Copyright string: "Copyright Flag"
480496557     0x1CA3CBAD      JPEG image data, JFIF standard 1.02
480518918     0x1CA42306      PNG image, 437 x 249, 8-bit grayscale, non-interlaced
480519003     0x1CA4235B      Zlib compressed data, best compression
480519844     0x1CA426A4      Zlib compressed data, best compression
480553726     0x1CA4AAFE      PNG image, 242 x 349, 8-bit grayscale, non-interlaced
480553806     0x1CA4AB4E      Zlib compressed data, best compression
480554652     0x1CA4AE9C      Zlib compressed data, best compression
480567953     0x1CA4E291      PNG image, 425 x 241, 8-bit grayscale, non-interlaced
480568028     0x1CA4E2DC      Zlib compressed data, best compression
480581012     0x1CA51594      PNG image, 401 x 103, 8-bit grayscale, non-interlaced
480581134     0x1CA5160E      Zlib compressed data, best compression
480587544     0x1CA52F18      PNG image, 390 x 288, 8-bit grayscale, non-interlaced
480587629     0x1CA52F6D      Zlib compressed data, best compression
480588470     0x1CA532B6      Zlib compressed data, best compression
480607673     0x1CA57DB9      PNG image, 740 x 188, 8-bit grayscale, non-interlaced
480607753     0x1CA57E09      Zlib compressed data, best compression
480608599     0x1CA58157      Zlib compressed data, best compression
480652352     0x1CA62C40      PNG image, 365 x 380, 8-bit grayscale, non-interlaced
480652437     0x1CA62C95      Zlib compressed data, best compression
480653278     0x1CA62FDE      Zlib compressed data, best compression
480676090     0x1CA688FA      PNG image, 640 x 199, 8-bit/color RGB, non-interlaced
480676170     0x1CA6894A      Zlib compressed data, compressed
480678857     0x1CA693C9      Zlib compressed data, compressed
480710984     0x1CA71148      PNG image, 740 x 269, 8-bit grayscale, non-interlaced
480711069     0x1CA7119D      Zlib compressed data, best compression
480711894     0x1CA714D6      Zlib compressed data, best compression
480751288     0x1CA7AEB8      PNG image, 700 x 185, 8-bit grayscale, non-interlaced
480751368     0x1CA7AF08      Zlib compressed data, best compression
480752214     0x1CA7B256      Zlib compressed data, best compression
480779357     0x1CA81C5D      PNG image, 740 x 183, 8-bit grayscale, non-interlaced
480779442     0x1CA81CB2      Zlib compressed data, best compression
480780283     0x1CA81FFB      Zlib compressed data, best compression
480811244     0x1CA898EC      PNG image, 740 x 204, 8-bit grayscale, non-interlaced
480811366     0x1CA89966      Zlib compressed data, best compression
480846758     0x1CA923A6      PNG image, 411 x 273, 8-bit/color RGB, non-interlaced
480846843     0x1CA923FB      Zlib compressed data, best compression
480849531     0x1CA92E7B      Zlib compressed data, compressed
480883897     0x1CA9B4B9      PNG image, 300 x 330, 8-bit grayscale, non-interlaced
480883977     0x1CA9B509      Zlib compressed data, best compression
480884823     0x1CA9B857      Zlib compressed data, best compression
480907392     0x1CAA1080      PNG image, 560 x 221, 8-bit grayscale, non-interlaced
480907477     0x1CAA10D5      Zlib compressed data, best compression
480908318     0x1CAA141E      Zlib compressed data, best compression
480937752     0x1CAA8718      PNG image, 707 x 171, 8-bit grayscale, non-interlaced
480937837     0x1CAA876D      Zlib compressed data, best compression
480938678     0x1CAA8AB6      Zlib compressed data, best compression
480975793     0x1CAB1BB1      PNG image, 370 x 454, 8-bit grayscale, non-interlaced
480975873     0x1CAB1C01      Zlib compressed data, best compression
480976719     0x1CAB1F4F      Zlib compressed data, best compression
481020468     0x1CABCA34      PNG image, 492 x 207, 8-bit/color RGB, non-interlaced
481020553     0x1CABCA89      Zlib compressed data, best compression
481023241     0x1CABD509      Zlib compressed data, compressed
481059395     0x1CAC6243      PNG image, 403 x 247, 8-bit grayscale, non-interlaced
481059475     0x1CAC6293      Zlib compressed data, compressed
481059858     0x1CAC6412      Zlib compressed data, best compression
481090131     0x1CACDA53      PNG image, 277 x 405, 8-bit grayscale, non-interlaced
481090216     0x1CACDAA8      Zlib compressed data, best compression
481091057     0x1CACDDF1      Zlib compressed data, best compression
481111453     0x1CAD2D9D      PNG image, 740 x 215, 8-bit grayscale, non-interlaced
481111575     0x1CAD2E17      Zlib compressed data, best compression
481152977     0x1CADCFD1      PNG image, 629 x 221, 8-bit grayscale, non-interlaced
481153062     0x1CADD026      Zlib compressed data, best compression
481153903     0x1CADD36F      Zlib compressed data, best compression
481193884     0x1CAE6F9C      PNG image, 740 x 231, 8-bit grayscale, non-interlaced
481193964     0x1CAE6FEC      Zlib compressed data, best compression
481194810     0x1CAE733A      Zlib compressed data, best compression
481230863     0x1CAF000F      PNG image, 280 x 791, 8-bit grayscale, non-interlaced
481230948     0x1CAF0064      Zlib compressed data, best compression
481231773     0x1CAF039D      Zlib compressed data, best compression
481255680     0x1CAF6100      PNG image, 259 x 383, 8-bit grayscale, non-interlaced
481255760     0x1CAF6150      Zlib compressed data, best compression
481256606     0x1CAF649E      Zlib compressed data, best compression
481275432     0x1CAFAE28      PNG image, 448 x 274, 8-bit grayscale, non-interlaced
481275517     0x1CAFAE7D      Zlib compressed data, best compression
481276342     0x1CAFB1B6      Zlib compressed data, best compression
481301986     0x1CB015E2      PNG image, 740 x 308, 8-bit grayscale, non-interlaced
481302108     0x1CB0165C      Zlib compressed data, best compression
481319809     0x1CB05B81      PNG image, 740 x 220, 8-bit grayscale, non-interlaced
481319894     0x1CB05BD6      Zlib compressed data, best compression
481320735     0x1CB05F1F      Zlib compressed data, best compression
481349036     0x1CB0CDAC      PNG image, 584 x 274, 8-bit grayscale, non-interlaced
481367222     0x1CB114B6      JPEG image data, JFIF standard 1.02
481367252     0x1CB114D4      TIFF image data, little-endian offset of first image directory: 8
481367709     0x1CB1169D      Copyright string: "Copyright Flag"
481368346     0x1CB1191A      JPEG image data, JFIF standard 1.02
481401027     0x1CB198C3      PNG image, 305 x 408, 8-bit grayscale, non-interlaced
481401149     0x1CB1993D      Zlib compressed data, best compression
481422586     0x1CB1ECFA      PNG image, 366 x 377, 8-bit grayscale, non-interlaced
481422671     0x1CB1ED4F      Zlib compressed data, best compression
481423512     0x1CB1F098      Zlib compressed data, best compression
481457490     0x1CB27552      PNG image, 740 x 211, 8-bit grayscale, non-interlaced
481457612     0x1CB275CC      Zlib compressed data, best compression
481493113     0x1CB30079      PNG image, 506 x 283, 8-bit grayscale, non-interlaced
481493198     0x1CB300CE      Zlib compressed data, best compression
481494023     0x1CB30407      Zlib compressed data, best compression
481525412     0x1CB37EA4      PNG image, 434 x 376, 8-bit/color RGB, non-interlaced
481525492     0x1CB37EF4      Zlib compressed data, best compression
481528163     0x1CB38963      Zlib compressed data, best compression
481551693     0x1CB3E54D      PNG image, 740 x 212, 8-bit grayscale, non-interlaced
481551778     0x1CB3E5A2      Zlib compressed data, best compression
481552603     0x1CB3E8DB      Zlib compressed data, best compression
481591047     0x1CB47F07      PNG image, 740 x 221, 8-bit/color RGB, non-interlaced
481591132     0x1CB47F5C      Zlib compressed data, best compression
481593820     0x1CB489DC      Zlib compressed data, best compression
481619901     0x1CB4EFBD      PNG image, 365 x 401, 8-bit grayscale, non-interlaced
481619986     0x1CB4F012      Zlib compressed data, best compression
481620827     0x1CB4F35B      Zlib compressed data, best compression
481649085     0x1CB561BD      PNG image, 415 x 227, 8-bit/color RGB, non-interlaced
481649170     0x1CB56212      Zlib compressed data, best compression
481651858     0x1CB56C92      Zlib compressed data, best compression
481680744     0x1CB5DD68      PNG image, 740 x 230, 8-bit grayscale, non-interlaced
481680829     0x1CB5DDBD      Zlib compressed data, best compression
481681670     0x1CB5E106      Zlib compressed data, best compression
481719679     0x1CB6757F      PNG image, 453 x 382, 8-bit grayscale, non-interlaced
481719801     0x1CB675F9      Zlib compressed data, best compression
481751141     0x1CB6F065      PNG image, 740 x 197, 8-bit grayscale, non-interlaced
481751226     0x1CB6F0BA      Zlib compressed data, best compression
481752067     0x1CB6F403      Zlib compressed data, best compression
481784487     0x1CB772A7      PNG image, 740 x 167, 8-bit grayscale, non-interlaced
481784572     0x1CB772FC      Zlib compressed data, best compression
481785413     0x1CB77645      Zlib compressed data, best compression
481812233     0x1CB7DF09      JPEG image data, JFIF standard 1.02
481812263     0x1CB7DF27      TIFF image data, little-endian offset of first image directory: 8
481814091     0x1CB7E64B      TIFF image data, little-endian offset of first image directory: 942
481817542     0x1CB7F3C6      Copyright string: "Copyright Flag"
481818177     0x1CB7F641      JPEG image data, JFIF standard 1.02
481845438     0x1CB860BE      JPEG image data, JFIF standard 1.02
481845627     0x1CB8617B      Copyright string: "Copyright Flag"
481846258     0x1CB863F2      JPEG image data, JFIF standard 1.02
481870557     0x1CB8C2DD      PNG image, 262 x 288, 8-bit grayscale, non-interlaced
481870642     0x1CB8C332      Zlib compressed data, best compression
481871467     0x1CB8C66B      Zlib compressed data, best compression
481886698     0x1CB901EA      PNG image, 332 x 348, 8-bit grayscale, non-interlaced
481886820     0x1CB90264      Zlib compressed data, best compression
481906368     0x1CB94EC0      PNG image, 200 x 171, 8-bit grayscale, non-interlaced
481906490     0x1CB94F3A      Zlib compressed data, best compression
481911825     0x1CB96411      PNG image, 459 x 185, 8-bit grayscale, non-interlaced
481911910     0x1CB96466      Zlib compressed data, best compression
481912751     0x1CB967AF      Zlib compressed data, best compression
481929439     0x1CB9A8DF      PNG image, 740 x 211, 8-bit grayscale, non-interlaced
481929561     0x1CB9A959      Zlib compressed data, best compression
481973270     0x1CBA5416      PNG image, 385 x 370, 8-bit grayscale, non-interlaced
481973355     0x1CBA546B      Zlib compressed data, best compression
481974180     0x1CBA57A4      Zlib compressed data, best compression
482009077     0x1CBADFF5      PNG image, 740 x 308, 8-bit grayscale, non-interlaced
482009162     0x1CBAE04A      Zlib compressed data, best compression
482010003     0x1CBAE393      Zlib compressed data, best compression
482041577     0x1CBB5EE9      PNG image, 702 x 228, 8-bit grayscale, non-interlaced
482041662     0x1CBB5F3E      Zlib compressed data, best compression
482042487     0x1CBB6277      Zlib compressed data, best compression
482079050     0x1CBBF14A      PNG image, 740 x 208, 8-bit grayscale, non-interlaced
482079172     0x1CBBF1C4      Zlib compressed data, best compression
482104785     0x1CBC55D1      PNG image, 680 x 212, 8-bit grayscale, non-interlaced
482104870     0x1CBC5626      Zlib compressed data, best compression
482105695     0x1CBC595F      Zlib compressed data, best compression
482141275     0x1CBCE45B      PNG image, 361 x 383, 8-bit grayscale, non-interlaced
482141397     0x1CBCE4D5      Zlib compressed data, best compression
482167524     0x1CBD4AE4      PNG image, 413 x 321, 8-bit grayscale, non-interlaced
482167609     0x1CBD4B39      Zlib compressed data, best compression
482168434     0x1CBD4E72      Zlib compressed data, best compression
482202109     0x1CBDD1FD      PNG image, 740 x 217, 8-bit grayscale, non-interlaced
482202194     0x1CBDD252      Zlib compressed data, best compression
482203035     0x1CBDD59B      Zlib compressed data, best compression
482245239     0x1CBE7A77      PNG image, 279 x 388, 8-bit grayscale, non-interlaced
482245324     0x1CBE7ACC      Zlib compressed data, best compression
482246149     0x1CBE7E05      Zlib compressed data, best compression
482269314     0x1CBED882      PNG image, 740 x 216, 8-bit grayscale, non-interlaced
482269436     0x1CBED8FC      Zlib compressed data, best compression
482306669     0x1CBF6A6D      JPEG image data, JFIF standard 1.02
482306699     0x1CBF6A8B      TIFF image data, little-endian offset of first image directory: 8
482308527     0x1CBF71AF      TIFF image data, little-endian offset of first image directory: 942
482312490     0x1CBF812A      Copyright string: "Copyright Flag"
482313125     0x1CBF83A5      JPEG image data, JFIF standard 1.02
482344652     0x1CBFFECC      PNG image, 476 x 248, 8-bit grayscale, non-interlaced
482344774     0x1CBFFF46      Zlib compressed data, best compression
482366233     0x1CC05319      PNG image, 540 x 294, 8-bit grayscale, non-interlaced
482366318     0x1CC0536E      Zlib compressed data, best compression
482367159     0x1CC056B7      Zlib compressed data, best compression
482395499     0x1CC0C56B      PNG image, 740 x 224, 8-bit grayscale, non-interlaced
482395584     0x1CC0C5C0      Zlib compressed data, best compression
482396425     0x1CC0C909      Zlib compressed data, best compression
482440095     0x1CC1739F      PNG image, 577 x 577, 8-bit grayscale, non-interlaced
482440180     0x1CC173F4      Zlib compressed data, best compression
482441021     0x1CC1773D      Zlib compressed data, best compression
482465479     0x1CC1D6C7      PNG image, 392 x 483, 8-bit grayscale, non-interlaced
482465564     0x1CC1D71C      Zlib compressed data, best compression
482466405     0x1CC1DA65      Zlib compressed data, best compression
482495100     0x1CC24A7C      PNG image, 740 x 214, 8-bit grayscale, non-interlaced
482495222     0x1CC24AF6      Zlib compressed data, best compression
482526091     0x1CC2C38B      PNG image, 538 x 237, 8-bit grayscale, non-interlaced
482526176     0x1CC2C3E0      Zlib compressed data, best compression
482527017     0x1CC2C729      Zlib compressed data, best compression
482555944     0x1CC33828      PNG image, 384 x 385, 8-bit grayscale, non-interlaced
482556066     0x1CC338A2      Zlib compressed data, best compression
482578495     0x1CC3903F      PNG image, 740 x 216, 8-bit grayscale, non-interlaced
482578580     0x1CC39094      Zlib compressed data, best compression
482579405     0x1CC393CD      Zlib compressed data, best compression
482614134     0x1CC41B76      PNG image, 723 x 218, 8-bit grayscale, non-interlaced
482614256     0x1CC41BF0      Zlib compressed data, best compression
482649607     0x1CC4A607      PNG image, 382 x 441, 8-bit grayscale, non-interlaced
482649692     0x1CC4A65C      Zlib compressed data, best compression
482650533     0x1CC4A9A5      Zlib compressed data, best compression
482683574     0x1CC52AB6      JPEG image data, JFIF standard 1.02
482683763     0x1CC52B73      Copyright string: "Copyright Flag"
482684392     0x1CC52DE8      JPEG image data, JFIF standard 1.02
482713748     0x1CC5A094      PNG image, 740 x 225, 8-bit grayscale, non-interlaced
482713833     0x1CC5A0E9      Zlib compressed data, best compression
482714658     0x1CC5A422      Zlib compressed data, best compression
482756401     0x1CC64731      PNG image, 575 x 156, 8-bit/color RGB, non-interlaced
482756486     0x1CC64786      Zlib compressed data, best compression
482759174     0x1CC65206      Zlib compressed data, best compression
482799234     0x1CC6EE82      PNG image, 715 x 187, 8-bit grayscale, non-interlaced
482799319     0x1CC6EED7      Zlib compressed data, best compression
482800160     0x1CC6F220      Zlib compressed data, best compression
482827598     0x1CC75D4E      PNG image, 740 x 202, 8-bit grayscale, non-interlaced
482827683     0x1CC75DA3      Zlib compressed data, best compression
482828524     0x1CC760EC      Zlib compressed data, best compression
482865618     0x1CC7F1D2      PNG image, 740 x 244, 8-bit grayscale, non-interlaced
482865703     0x1CC7F227      Zlib compressed data, best compression
482866528     0x1CC7F560      Zlib compressed data, best compression
482900419     0x1CC879C3      PNG image, 740 x 225, 8-bit grayscale, non-interlaced
482900525     0x1CC87A2D      Zlib compressed data, best compression
482923310     0x1CC8D32E      PNG image, 740 x 216, 8-bit grayscale, non-interlaced
482923395     0x1CC8D383      Zlib compressed data, best compression
482924236     0x1CC8D6CC      Zlib compressed data, best compression
482964838     0x1CC97566      PNG image, 740 x 154, 8-bit grayscale, non-interlaced
482964944     0x1CC975D0      Zlib compressed data, best compression
482975488     0x1CC99F00      PNG image, 740 x 196, 8-bit grayscale, non-interlaced
482975573     0x1CC99F55      Zlib compressed data, best compression
482976398     0x1CC9A28E      Zlib compressed data, best compression
483000742     0x1CCA01A6      PNG image, 665 x 277, 8-bit grayscale, non-interlaced
483000850     0x1CCA0212      Zlib compressed data, best compression
483040001     0x1CCA9B01      PNG image, 740 x 242, 8-bit grayscale, non-interlaced
483040086     0x1CCA9B56      Zlib compressed data, best compression
483040911     0x1CCA9E8F      Zlib compressed data, best compression
483077338     0x1CCB2CDA      PNG image, 336 x 279, 8-bit/color RGB, non-interlaced
483077423     0x1CCB2D2F      Zlib compressed data, best compression
483080109     0x1CCB37AD      Zlib compressed data, best compression
483093604     0x1CCB6C64      PNG image, 304 x 526, 8-bit grayscale, non-interlaced
483093689     0x1CCB6CB9      Zlib compressed data, best compression
483094530     0x1CCB7002      Zlib compressed data, best compression
483109214     0x1CCBA95E      PNG image, 365 x 386, 8-bit grayscale, non-interlaced
483109336     0x1CCBA9D8      Zlib compressed data, best compression
483122469     0x1CCBDD25      PNG image, 740 x 227, 8-bit grayscale, non-interlaced
483122554     0x1CCBDD7A      Zlib compressed data, best compression
483123395     0x1CCBE0C3      Zlib compressed data, best compression
483153584     0x1CCC56B0      PNG image, 740 x 220, 8-bit grayscale, non-interlaced
483153706     0x1CCC572A      Zlib compressed data, best compression
483187799     0x1CCCDC57      PNG image, 409 x 1333, 8-bit grayscale, non-interlaced
483187884     0x1CCCDCAC      Zlib compressed data, best compression
483188725     0x1CCCDFF5      Zlib compressed data, best compression
483237547     0x1CCD9EAB      JPEG image data, JFIF standard 1.02
483237736     0x1CCD9F68      Copyright string: "Copyright Flag"
483238379     0x1CCDA1EB      JPEG image data, JFIF standard 1.02
483275330     0x1CCE3242      PNG image, 740 x 214, 8-bit grayscale, non-interlaced
483275415     0x1CCE3297      Zlib compressed data, best compression
483276240     0x1CCE35D0      Zlib compressed data, best compression
483311612     0x1CCEBFFC      PNG image, 740 x 201, 8-bit grayscale, non-interlaced
483311734     0x1CCEC076      Zlib compressed data, best compression
483349162     0x1CCF52AA      PNG image, 286 x 425, 8-bit grayscale, non-interlaced
483349247     0x1CCF52FF      Zlib compressed data, best compression
483350072     0x1CCF5638      Zlib compressed data, best compression
483377037     0x1CCFBF8D      PNG image, 740 x 304, 8-bit grayscale, non-interlaced
483377122     0x1CCFBFE2      Zlib compressed data, best compression
483377963     0x1CCFC32B      Zlib compressed data, best compression
483426610     0x1CD08132      PNG image, 740 x 226, 8-bit grayscale, non-interlaced
483426695     0x1CD08187      Zlib compressed data, best compression
483427536     0x1CD084D0      Zlib compressed data, best compression
483464449     0x1CD11501      PNG image, 740 x 219, 8-bit grayscale, non-interlaced
483464571     0x1CD1157B      Zlib compressed data, best compression
483498158     0x1CD198AE      PNG image, 740 x 255, 8-bit grayscale, non-interlaced
483498243     0x1CD19903      Zlib compressed data, best compression
483499068     0x1CD19C3C      Zlib compressed data, best compression
483542465     0x1CD245C1      PNG image, 740 x 197, 8-bit grayscale, non-interlaced
483542587     0x1CD2463B      Zlib compressed data, best compression
483576400     0x1CD2CA50      JPEG image data, JFIF standard 1.02
483576430     0x1CD2CA6E      TIFF image data, big-endian, offset of first image directory: 8
483576897     0x1CD2CC41      Copyright string: "Copyright Flag"
483577554     0x1CD2CED2      JPEG image data, JFIF standard 1.02
483600556     0x1CD328AC      PNG image, 285 x 432, 8-bit grayscale, non-interlaced
483600678     0x1CD32926      Zlib compressed data, best compression
483630828     0x1CD39EEC      PNG image, 259 x 414, 8-bit grayscale, non-interlaced
483630913     0x1CD39F41      Zlib compressed data, best compression
483631738     0x1CD3A27A      Zlib compressed data, best compression
483650934     0x1CD3ED76      PNG image, 428 x 515, 8-bit grayscale, non-interlaced
483651019     0x1CD3EDCB      Zlib compressed data, best compression
483651860     0x1CD3F114      Zlib compressed data, best compression
483682786     0x1CD469E2      PNG image, 740 x 212, 8-bit grayscale, non-interlaced
483682871     0x1CD46A37      Zlib compressed data, best compression
483683712     0x1CD46D80      Zlib compressed data, best compression
483711927     0x1CD4DBB7      JPEG image data, JFIF standard 1.02
483711957     0x1CD4DBD5      TIFF image data, little-endian offset of first image directory: 8
483713785     0x1CD4E2F9      TIFF image data, little-endian offset of first image directory: 942
483717236     0x1CD4F074      Copyright string: "Copyright Flag"
483717871     0x1CD4F2EF      JPEG image data, JFIF standard 1.02
483755441     0x1CD585B1      PNG image, 740 x 211, 8-bit grayscale, non-interlaced
483755526     0x1CD58606      Zlib compressed data, best compression
483756367     0x1CD5894F      Zlib compressed data, best compression
483779415     0x1CD5E357      PNG image, 389 x 357, 8-bit grayscale, non-interlaced
483779509     0x1CD5E3B5      Zlib compressed data, best compression
483802251     0x1CD63C8B      PNG image, 740 x 175, 8-bit grayscale, non-interlaced
483802373     0x1CD63D05      Zlib compressed data, best compression
483825838     0x1CD698AE      PNG image, 740 x 208, 8-bit grayscale, non-interlaced
483825923     0x1CD69903      Zlib compressed data, best compression
483871456     0x1CD74AE0      PNG image, 740 x 207, 8-bit grayscale, non-interlaced
483871541     0x1CD74B35      Zlib compressed data, best compression
483872382     0x1CD74E7E      Zlib compressed data, best compression
483912945     0x1CD7ECF1      PNG image, 530 x 333, 8-bit grayscale, non-interlaced
483913030     0x1CD7ED46      Zlib compressed data, best compression
483913871     0x1CD7F08F      Zlib compressed data, best compression
483955566     0x1CD8936E      PNG image, 547 x 429, 8-bit grayscale, non-interlaced
483955688     0x1CD893E8      Zlib compressed data, best compression
483984830     0x1CD905BE      PNG image, 738 x 228, 8-bit grayscale, non-interlaced
483984915     0x1CD90613      Zlib compressed data, best compression
483985756     0x1CD9095C      Zlib compressed data, best compression
484014648     0x1CD97A38      PNG image, 443 x 311, 8-bit grayscale, non-interlaced
484014770     0x1CD97AB2      Zlib compressed data, best compression
484044067     0x1CD9ED23      PNG image, 740 x 214, 8-bit grayscale, non-interlaced
484044152     0x1CD9ED78      Zlib compressed data, best compression
484044993     0x1CD9F0C1      Zlib compressed data, best compression
484085961     0x1CDA90C9      PNG image, 740 x 183, 8-bit grayscale, non-interlaced
484086046     0x1CDA911E      Zlib compressed data, best compression
484086887     0x1CDA9467      Zlib compressed data, best compression
484116712     0x1CDB08E8      JPEG image data, JFIF standard 1.02
484116901     0x1CDB09A5      Copyright string: "Copyright Flag"
484117554     0x1CDB0C32      JPEG image data, JFIF standard 1.02
484156803     0x1CDBA583      JPEG image data, JFIF standard 1.02
484156992     0x1CDBA640      Copyright string: "Copyright Flag"
484157651     0x1CDBA8D3      JPEG image data, JFIF standard 1.02
484191502     0x1CDC2D0E      PNG image, 740 x 220, 8-bit grayscale, non-interlaced
484191587     0x1CDC2D63      Zlib compressed data, best compression
484192428     0x1CDC30AC      Zlib compressed data, best compression
484219358     0x1CDC99DE      PNG image, 333 x 300, 8-bit grayscale, non-interlaced
484219480     0x1CDC9A58      Zlib compressed data, best compression
484237652     0x1CDCE154      PNG image, 679 x 225, 8-bit grayscale, non-interlaced
484237737     0x1CDCE1A9      Zlib compressed data, best compression
484238578     0x1CDCE4F2      Zlib compressed data, best compression
484262170     0x1CDD411A      PNG image, 462 x 513, 8-bit grayscale, non-interlaced
484262255     0x1CDD416F      Zlib compressed data, best compression
484263096     0x1CDD44B8      Zlib compressed data, best compression
484303183     0x1CDDE14F      PNG image, 634 x 297, 8-bit grayscale, non-interlaced
484303268     0x1CDDE1A4      Zlib compressed data, best compression
484304109     0x1CDDE4ED      Zlib compressed data, best compression
484345064     0x1CDE84E8      PNG image, 466 x 281, 8-bit grayscale, non-interlaced
484345149     0x1CDE853D      Zlib compressed data, best compression
484345990     0x1CDE8886      Zlib compressed data, best compression
484362555     0x1CDEC93B      PNG image, 461 x 295, 8-bit grayscale, non-interlaced
484362640     0x1CDEC990      Zlib compressed data, best compression
484363481     0x1CDECCD9      Zlib compressed data, best compression
484384473     0x1CDF1ED9      PNG image, 740 x 252, 8-bit grayscale, non-interlaced
484384558     0x1CDF1F2E      Zlib compressed data, best compression
484385399     0x1CDF2277      Zlib compressed data, best compression
484427686     0x1CDFC7A6      PNG image, 255 x 363, 8-bit grayscale, non-interlaced
484427771     0x1CDFC7FB      Zlib compressed data, best compression
484428612     0x1CDFCB44      Zlib compressed data, best compression
484445231     0x1CE00C2F      PNG image, 740 x 209, 8-bit grayscale, non-interlaced
484445316     0x1CE00C84      Zlib compressed data, best compression
484446157     0x1CE00FCD      Zlib compressed data, best compression
484474619     0x1CE07EFB      JPEG image data, JFIF standard 1.02
484474808     0x1CE07FB8      Copyright string: "Copyright Flag"
484475449     0x1CE08239      JPEG image data, JFIF standard 1.02
484508675     0x1CE10403      PNG image, 376 x 401, 8-bit grayscale, non-interlaced
484508760     0x1CE10458      Zlib compressed data, best compression
484509601     0x1CE107A1      Zlib compressed data, best compression
484555831     0x1CE1BC37      PNG image, 297 x 335, 8-bit grayscale, non-interlaced
484555916     0x1CE1BC8C      Zlib compressed data, best compression
484556757     0x1CE1BFD5      Zlib compressed data, best compression
484578691     0x1CE21583      PNG image, 529 x 238, 8-bit grayscale, non-interlaced
484578776     0x1CE215D8      Zlib compressed data, best compression
484579617     0x1CE21921      Zlib compressed data, best compression
484600480     0x1CE26AA0      PNG image, 740 x 185, 8-bit grayscale, non-interlaced
484600565     0x1CE26AF5      Zlib compressed data, best compression
484601390     0x1CE26E2E      Zlib compressed data, best compression
484633906     0x1CE2ED32      PNG image, 740 x 202, 8-bit grayscale, non-interlaced
484633991     0x1CE2ED87      Zlib compressed data, best compression
484634832     0x1CE2F0D0      Zlib compressed data, best compression
484674723     0x1CE38CA3      PNG image, 740 x 206, 8-bit grayscale, non-interlaced
484674808     0x1CE38CF8      Zlib compressed data, best compression
484675649     0x1CE39041      Zlib compressed data, best compression
484713405     0x1CE423BD      PNG image, 324 x 326, 8-bit grayscale, non-interlaced
484713469     0x1CE423FD      Zlib compressed data, best compression
484714304     0x1CE42740      Zlib compressed data, best compression
484732344     0x1CE46DB8      JPEG image data, JFIF standard 1.02
484732374     0x1CE46DD6      TIFF image data, big-endian, offset of first image directory: 8
484732841     0x1CE46FA9      Copyright string: "Copyright Flag"
484733484     0x1CE4722C      JPEG image data, JFIF standard 1.02
484772788     0x1CE50BB4      PNG image, 740 x 230, 8-bit grayscale, non-interlaced
484772873     0x1CE50C09      Zlib compressed data, best compression
484773714     0x1CE50F52      Zlib compressed data, best compression
484820617     0x1CE5C689      PNG image, 740 x 215, 8-bit grayscale, non-interlaced
484820702     0x1CE5C6DE      Zlib compressed data, best compression
484821543     0x1CE5CA27      Zlib compressed data, best compression
484854038     0x1CE64916      PNG image, 740 x 201, 8-bit grayscale, non-interlaced
484854123     0x1CE6496B      Zlib compressed data, best compression
484854964     0x1CE64CB4      Zlib compressed data, best compression
484893903     0x1CE6E4CF      PNG image, 740 x 218, 8-bit grayscale, non-interlaced
484893988     0x1CE6E524      Zlib compressed data, best compression
484894829     0x1CE6E86D      Zlib compressed data, best compression
484923588     0x1CE758C4      PNG image, 740 x 270, 8-bit grayscale, non-interlaced
484923673     0x1CE75919      Zlib compressed data, best compression
484924514     0x1CE75C62      Zlib compressed data, best compression
484961651     0x1CE7ED73      PNG image, 705 x 221, 8-bit grayscale, non-interlaced
484961736     0x1CE7EDC8      Zlib compressed data, best compression
484962577     0x1CE7F111      Zlib compressed data, best compression
485000116     0x1CE883B4      PNG image, 266 x 311, 8-bit grayscale, non-interlaced
485000201     0x1CE88409      Zlib compressed data, best compression
485001042     0x1CE88752      Zlib compressed data, best compression
485018898     0x1CE8CD12      PNG image, 323 x 360, 8-bit grayscale, non-interlaced
485018983     0x1CE8CD67      Zlib compressed data, best compression
485019824     0x1CE8D0B0      Zlib compressed data, best compression
485047227     0x1CE93BBB      PNG image, 740 x 198, 8-bit grayscale, non-interlaced
485047312     0x1CE93C10      Zlib compressed data, best compression
485048153     0x1CE93F59      Zlib compressed data, best compression
485078754     0x1CE9B6E2      PNG image, 413 x 336, 8-bit grayscale, non-interlaced
485078839     0x1CE9B737      Zlib compressed data, best compression
485079680     0x1CE9BA80      Zlib compressed data, best compression
485113122     0x1CEA3D22      PNG image, 457 x 312, 8-bit grayscale, non-interlaced
485113207     0x1CEA3D77      Zlib compressed data, best compression
485114048     0x1CEA40C0      Zlib compressed data, best compression
485149110     0x1CEAC9B6      PNG image, 401 x 238, 8-bit grayscale, non-interlaced
485149195     0x1CEACA0B      Zlib compressed data, best compression
485150036     0x1CEACD54      Zlib compressed data, best compression
485178684     0x1CEB3D3C      PNG image, 740 x 173, 8-bit grayscale, non-interlaced
485178769     0x1CEB3D91      Zlib compressed data, best compression
485179610     0x1CEB40DA      Zlib compressed data, best compression
485217377     0x1CEBD461      PNG image, 242 x 313, 8-bit grayscale, non-interlaced
